date,value
2020-05-01,2919.62
2020-06-01,3104.66
2020-07-01,3207.62
2020-08-01,3391.71
2020-09-01,3365.52
2020-10-01,3418.7
2020-11-01,3548.99
2020-12-01,3695.31
2021-01-01,3793.75
2021-02-01,3883.43
2021-03-01,3910.51
2021-04-01,4141.18
2021-05-01,4167.85
2021-06-01,4238.49
2021-07-01,4363.71
2021-08-01,4454.21
2021-09-01,4445.54
2021-10-01,4460.71
2021-11-01,4667.39
2021-12-01,4674.77
2022-01-01,4573.82
2022-02-01,4435.98
2022-03-01,4210
2022-04-01,4391.3
2022-05-01,4040.36
2022-06-01,3898.95
2022-07-01,3911.73
2022-08-01,4158.56
2022-09-01,3850.52
2022-10-01,3726.05
2022-11-01,3917.49
2022-12-01,3912
2023-01-01,3960.66
2023-02-01,4079.68
2023-03-01,3968.56
2023-04-01,4121.47
2023-05-01,4146.17
2023-06-01,4345.37
2023-07-01,4508.08
2023-08-01,4457.36
2023-09-01,4409.1
2023-10-01,4269.4
2023-11-01,4460.06
2023-12-01,4685.05
2024-01-01,4804.49
2024-02-01,5011.96
2024-03-01,5170.57
2024-04-01,5112.49
2024-05-01,5235.23
2024-06-01,5415.14
2024-07-01,5538
2024-08-01,5478.21
2024-09-01,5621.26
2024-10-01,5792.32
2024-11-01,5929.92
2024-12-01,6010.91
2025-01-01,5979.52
2025-02-01,6038.69
2025-03-01,5683.98
2025-04-01,
2025-05-01,
